provider,review_id,rating,title,text,likes,filtered,pending,experienced_date,published_date,source_url
prudent,695be6afee3bcca2db6f201c,5,insurance for minnie,very good people,0,False,False,2026-01-05T00:00:00.000Z,2026-01-05T18:28:31.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,695be0b151599f1db9e6a41b,5,Getting a quote was easy,"Getting a quote was easy, fully detailed and clear.  When calling, the representative was friendly, knowledgeable and efficient.  Overall great experience getting setup.  ",0,False,False,2026-01-05T00:00:00.000Z,2026-01-05T18:02:57.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69596bebbe66bd1eb88fd0de,5,Exceptional response…,"The communication is unlike any company I have worked with. Friendly, respectful and clear and precise. No app to deal with. Easy to go online to website to chose your coverage.
  All staff adjusted to my concerns and changes.",0,False,False,2025-12-30T00:00:00.000Z,2026-01-03T21:20:11.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69583e65623376e5a3579545,5,I signed up as a new client and Rebecca…,I signed up as a new client and Rebecca was very thorough with explaining how the policies work and the different coverage amounts. She was friendly and I didn't feel pressured to sign up right away.i wish all representatives were like that!,0,False,False,2026-01-02T00:00:00.000Z,2026-01-02T23:53:41.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69583d9a5e25c4d85275c903,5,Phone rep was very knowledgeable and…,Phone rep was very knowledgeable and helpful. ,0,False,False,2025-12-30T00:00:00.000Z,2026-01-02T23:50:18.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6958300f5a4735bec96778a6,5,It was great,It was great. I was on the phone with a representative and had my question answered in under 2 minutes ,0,False,False,2026-01-02T00:00:00.000Z,2026-01-02T22:52:31.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6957dcd843d9bab54cd02f2d,5,Stephanie was very helpful with my…,"Stephanie was very helpful with my questions about my policy and coverages 
",0,False,False,2026-01-02T00:00:00.000Z,2026-01-02T16:57:28.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6956e1625bfbc0caa137d514,5,Quick and Easy,Quick and Easy.  Half the price of what I was paying.,0,False,False,2026-01-01T00:00:00.000Z,2026-01-01T23:04:34.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69556866ffe0be1c380ddb9c,5,Helpful & knowledgeable representatives,"Helpful & knowledgeable representatives
",0,False,False,2025-12-31T00:00:00.000Z,2025-12-31T20:16:06.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69555778331fecb714b4d649,5,Great follow up,Great follow up,0,False,False,2025-12-31T00:00:00.000Z,2025-12-31T19:03:52.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69554bcf21779f8dbbff6ef2,5,The representative was very helpful…,The representative was very helpful when I called to cancel a pet policy of a pet I had to put down due to health issues. ,0,False,False,2025-12-30T00:00:00.000Z,2025-12-31T18:14:07.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69544a2ca23e294cba1943fb,5,Loved working with Rebecca!,"Loved working with Rebecca!
Made everything easy to understand and didn’t pressure me into a policy! Truly appreciate her patience and knowledge. Rebecca was relatable and as a parent to several furry children - she really listened to me. ",0,False,False,2025-12-30T00:00:00.000Z,2025-12-30T23:54:52.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,69542ed1d245622b6ff934ae,5,Informative and friendly staff,Informative and friendly staff.  I purchased a pet policy and am very happy with the service thus far.,0,False,False,2025-12-30T00:00:00.000Z,2025-12-30T21:58:10.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6953f43faba20f27483181b7,5,Excellent feedback,"Excellent feedback, did not get ""forgotten"" after enrolling and making premium payment.",0,False,False,2025-12-27T00:00:00.000Z,2025-12-30T17:48:15.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6953ed23a62f4e9d1fa122b8,5,Website very easy to navigate and…,Website very easy to navigate and select type of coverage needed. ,0,False,False,2025-12-30T00:00:00.000Z,2025-12-30T17:17:55.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6952db271d3a73ba898c8c4f,5,Brandy was very patient and related to…,Brandy was very patient and related to me as a pet owner.,0,False,False,2025-12-29T00:00:00.000Z,2025-12-29T21:48:55.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6952bf549b48d3fe9418003f,5,Rebecca was great,"Rebecca was great, very helpful and friendly!",0,False,False,2025-12-29T00:00:00.000Z,2025-12-29T19:50:12.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,6952b38219a8c15795fe45be,5,Very good company and reliable and…,Very good company and reliable and responds quickly.,0,False,False,2025-12-29T00:00:00.000Z,2025-12-29T18:59:46.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,694f055e6dc05dc844fb3dc1,5,Customer service was very responsible…,Customer service was very responsible to my concerns. A very different and most appreciated response in this day dnd age. ,0,False,False,2025-12-26T00:00:00.000Z,2025-12-26T23:59:58.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,694efb501b6013da71face91,5,Best Customer Service,I absolutely love Prudent Pet’s customer service. They’re so friendly and helpful every single time I call.,0,False,False,2025-12-26T00:00:00.000Z,2025-12-26T23:17:04.000Z,https://www.trustpilot.com/review/prudentpet.com?page=1
prudent,694ec3157a246bba0d0f6f33,5,Customer service rep was very nice and…,Customer service rep was very nice and helpful,0,False,False,2025-12-26T00:00:00.000Z,2025-12-26T19:17:09.000Z,https://www.trustpilot.com/review/prudentpet.com?page=2
prudent,694ebedf5e8893229f2c5611,5,Looks like Great coverage at a Great…,Looks like Great coverage at a Great price!!,0,False,False,2025-12-26T00:00:00.000Z,2025-12-26T18:59:11.000Z,https://www.trustpilot.com/review/prudentpet.com?page=2
prudent,694b3761243504bbadf95d05,5,Both Cathy & Delaney were so very…,"Both Cathy & Delaney were so very helpful & understanding of my personal situation that had led to my card on file lapsing.
Each time I called, they answered in just a few rings & were able to help/answer my questions right away… I so appreciated not being put on hold/transferred to other people for my issues.
Thank you to them both!!!",0,False,False,2025-12-23T00:00:00.000Z,2025-12-24T02:44:17.000Z,https://www.trustpilot.com/review/prudentpet.com?page=2
prudent,694b30f3b32fec2cb12396d0,5,Very personable and helpful,"Very personable and helpful.  Sometimes a little too much info, since I already knew a lot and would have liked to ask specific questions so as to get shorter responses.  Great help overall.",0,False,False,2025-12-23T00:00:00.000Z,2025-12-24T02:16:51.000Z,https://www.trustpilot.com/review/prudentpet.com?page=2
