provider,review_id,rating,title,text,likes,filtered,pending,experienced_date,published_date,source_url
manypets,68d1d080e5ae62cb9fc21be0,5,I have been extremely happy with…,I have been extremely happy with customer service and I am sorry they have decided to stop insuring in the US. I only hope Odie will not disappoint me.,0,False,False,2025-09-22T00:00:00.000Z,2025-09-23T00:41:04.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,68bf3d8836c1148feccb50f1,5,Never any hassle about the amount and…,Never any hassle about the amount and payed in a timely period.,0,False,False,2025-09-08T00:00:00.000Z,2025-09-08T22:33:12.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,68a5dd156f6d0a5d06b62664,1,Ridiculously long processing times,"The company was great initially about two years ago.  Now, they are horrible. You can't speak to anyone by phone.  Claim times are ridicluously long.  The last one was seven weeks, but only closed when I emailed them. Even the email response was delayed. 
They claim in their chat, ""Our claims team are working diligently on claims in the order that they are received and will follow up with an email when they're done reviewing.
We do have a much smaller team processing claims. Including a high volume of claim submissions. Processing times have been delayed.""",0,False,False,2025-08-20T00:00:00.000Z,2025-08-20T16:35:01.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,689e2682e9662f57eaf6f562,5,They are so wonderful-will miss them m,"They are so wonderful-coverage is amazing. Excellent response time with a website that works every time!! 

Wish they were not leaving!!!

 Odie is not timely and full of challenges that Manypets did not have.  So sad they are exiting from our options ",0,False,False,2025-08-14T00:00:00.000Z,2025-08-14T20:10:10.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,687fd7a4eed4234e69dc7257,5,Best Pet Insurance,"I've had ManyPets insurance for my dog & two cats for three years. As they are getting older it's been amazing and has paid for itself the last two years. Each claim I've made has been processed in a timely manner, about a week. ",0,False,False,2025-07-22T00:00:00.000Z,2025-07-22T20:25:40.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,687137a9d0601376388b0e19,5,My cat isn't insured and last week he…,"My cat isn't insured and last week he had an impacted poo (bum open but stuck) so I had to take him to the emergency vets to get it taken out (sorry if tmi). He has been fine since then and is passing normally. I am thinking he might have had a reaction to a new cheesy cat food I'd been giving him, but not sure. I searched around for insurance as I'd been meaning to for ages. Most animal insurance doesn't cover previous conditions and related conditions might not also be covered. ManyPets do though, with a few caveats, which I am grateful for. Kayleigh explained things to me in an email and I have decided to go with them based on them giving our cats a bit more of a chance in life. I don't think it's fair to have a blanket ban on animals for life if something they had treatment for happens three years later, and ManyPets also get it. They obviously have to cover themselves but at least they have the option for our babies.",0,False,False,2025-07-09T00:00:00.000Z,2025-07-11T18:11:22.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,686d5d5e2d7f894e5deea936,5,This is an easy company to work with,"This is an easy company to work with.  They are reasonable in their expectations and explanations.  
Of course they raise the rates when you use your insurance.  But it's still reasonable compared to other companies I've heard of.",0,False,False,2025-07-03T00:00:00.000Z,2025-07-08T20:03:10.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,686d2fa22867a9b8b2c14001,5,Exceptional experience,Exceptional experience,0,False,False,2025-07-08T00:00:00.000Z,2025-07-08T16:48:02.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,686578526faf81a3bc11c06b,5,I totally recommend Many Pets to all…,"I totally recommend Many Pets to all pet owners.  I thank God for them. They totally came through in all my pups Dr appointments, I don't know what I'd do without them.",0,False,False,2025-07-02T00:00:00.000Z,2025-07-02T20:20:02.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,685c0ef9d7aef3ac8781e458,5,Best Insurance Company Ever,If it was not for your help with insurance I would not have been able to provide my canine family member the cancer treatment to keep him going.  I have recommended your company to everyone I know that has a pet.,0,False,False,2025-06-25T00:00:00.000Z,2025-06-25T17:00:10.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,685b2094fde433141e80a9ba,1,As a customer,"As a customer, they literally did everything they could to make it difficult to contact them to resolve any issues. They specifically created a portal system, so that you can't talk to anyone. And you have to type out ALL of your issues or inquiries. So if you do have an issue, They turn you into a novel writer, just to solve an issue. Also they've been charging me for my dead dog, even after the policy was canceled, i'm trying to reach out to them for resolution, and yes, they are making it impossible to resolve the situation.",0,False,False,2025-06-24T00:00:00.000Z,2025-06-25T00:03:00.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,68508b0a7f1c7f50ebc16e22,5,everything is easy and quick,"everything is easy and quick, love many pet but it is said not continuous anymore ",0,False,False,2025-06-16T00:00:00.000Z,2025-06-16T23:22:18.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,684affbf4ea9397ecb12c217,5,Love them and their easy process in…,Love them and their easy process in submitting invoices,0,False,False,2025-06-10T00:00:00.000Z,2025-06-12T18:26:39.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,6845ed2b9fc2fa3db308cfa0,5,Timely response and covered what was in…,Timely response and covered what was in policy without any issues ,0,False,False,2025-06-08T00:00:00.000Z,2025-06-08T22:06:03.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,6840abf2427ebc788a31dfd8,5,Excellent Insurance Company,"I didn’t hesitate to proceed with all the care Kora has needed so far this year. 
Easy to file a claim. Prompt payment via direct deposit. Easy to understand explanation of coverage. 
I am disappointed ManyPets will no longer be available to Kora.",0,False,False,2025-05-15T00:00:00.000Z,2025-06-04T22:26:26.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,683e62c98b5780f9a5d6559c,5,My dog was experiencing severe pain and…,"My dog was experiencing severe pain and after two visits to the local vet she was not getting better. We took her to a well known veterinary hospital and she stayed there for almost five days undergoing various tests and treatments. 
The bill was extremely high and after I submitted it to Many Pets, we did not know what refund we would receive. Needless to say, Many Pets were upfront and honest in their processing of the claims and everything was paid in accordance with the policy.
We are more than satisfied with Many Pets and are most thankful that we took out the policy with them. Highly recommended.",0,False,False,2025-06-02T00:00:00.000Z,2025-06-03T04:49:46.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,6824aeb2fced1d0199e538ee,5,HAPPY with Many Pets,"I've always been HAPPY with Many Pets. I always refer this company but alot of people can't afford pet insurance. 
It is true in that your rates go up as your pet ages. But it's worth having the insurance there for any kind of Vet visit! ",0,False,False,2025-05-09T00:00:00.000Z,2025-05-14T16:54:42.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,681e157a2f23d0f44d9ef660,5,Expect the unexpected,"Illnesses and injuries come out of nowhere. Take this as your sign to get insurance for your beloved pet. I hoped I would never need to use my dog’s pet insurance, but I was sure glad I had it when he needed it. ManyPets processed my claim surprisingly quickly, which is nice after a large vet bill. 10/10",0,False,False,2025-05-05T00:00:00.000Z,2025-05-09T16:47:22.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,681d2133b6b4d5216e9df5ee,5,I’ve had many pet policies over many…,"I’ve had many pet policies over many years and Many Pets gets an A plus… processes claims quickly and very importantly, I can generally reach a real person by phone . Good company and good people",0,False,False,2025-05-08T00:00:00.000Z,2025-05-08T23:25:07.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
manypets,681cacbd80e13075a3e624ec,5,Highly recommend if you need a good…,"Highly recommend if you need a good quality pet insurance company for your fur baby.
We are so grateful!",0,False,False,2025-04-30T00:00:00.000Z,2025-05-08T15:08:13.000Z,https://www.trustpilot.com/review/manypets.com/us?page=1
