id,filtered,pending,text,rating,title,likes,experienced,published,source
660cdb1cfaab51ebf45e7fd9,False,False,Pumpkin has been outstanding with their communication when I file a claim or have questions.  They pay the claims extremely quickly and I have never had any problems with this company at all.,5,A fantastic company ,0,2024-03-20T00:00:00.000Z,2024-04-03T06:29:16.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
6609c40970432310ac189477,False,False,I’ve been canceled twice without notice. Every time I have to wait another 14 days for coverage to continue. Seems a bit odd to me.,2,No notice of cancellation.,0,2024-03-22T00:00:00.000Z,2024-03-31T22:14:01.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
6605e898716eb2ac84d6bbee,False,False,"Pumpkin was recommended to me by my parents as I recently became a puppy mama and already had a 5 year old kitty cat. Well, I decided to take a look and the pricing per animal was phenomenal! As well, the reimbursement percentage makes vet bills so much easier to manage and helps me keep my furbabies up to date. When I filed my first claim, the representatives were super courteous on letting me know what documents were needed and were so quick to respond back once I submitted the paperwork!

I cannot recommend pumpkin enough! ",5,New to Pumpkin and WOW!,0,2024-03-20T00:00:00.000Z,2024-03-29T00:00:57.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
66076bd5e1f869421bfe7204,False,False,"The claim process is very easy. Pumpkin always sends email updates and let's me know they received my claim. They promptly process my claims. Whenever I have a question, customer service is very helpful. You get to talk to a real person.!",5,The claim process is very easy,0,2024-03-20T00:00:00.000Z,2024-03-30T03:33:10.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
6605e9502487d135ca81189f,False,False,I only have positive things to say. It’s easy to submit claims and payments are quick. Customer service is excellent I highly recommend Pumpkin to friends and family. ,5,Quick and easy ,0,2023-11-17T00:00:00.000Z,2024-03-29T00:04:01.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fce9732115a236263111e2,False,False,"I do love being able to file a claim on your website, it makes it very easy to file the claim. The only thing I would love to see change is having to put in a date for when the illness/injury first occurred when it is an ongoing medical condition. It would be great if you could add a button to say it is an ongoing illness so you don’t have to try and remember when the illness first occurred. ",4,I do love being able to file a claim online ,0,2024-03-20T00:00:00.000Z,2024-03-22T04:14:11.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
6605d74a10ffd9d71d995035,False,False,"Have only used your preventative care benefit.   I submitted the receipt and had the reimbursement funds in my account the next day.   I  was, to say the least, amazed!",5,Have only used your preventative care…,0,2024-03-20T00:00:00.000Z,2024-03-28T22:47:07.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
660d87b46d13c362140ed7a9,False,False,Customer Service has been great ! My questions are always answered politely.,5,Customer Service has been great ,0,2024-04-02T00:00:00.000Z,2024-04-03T18:45:40.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
66001b4b150052dc5ea77bc1,False,False,"Pumpkin Ins. is awesome. We have had nothing but positive experiences. Our Frenchie had spinal surgery last year and our Boston had rectal surgery this year. Pumpkin has supported us all the way. 
Vet bills are horrible these days. So if you have pets whether it be dogs or cats you need Pumpkin. I don’t know what we would do without it. Thank you Pumpkin. ",5,We love Pumpkin Insurance,0,2024-03-20T00:00:00.000Z,2024-03-24T14:23:40.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fcd8e05290dd06bf62ba5e,False,False,"We have 3 dogs that have all had Pumpkin insurance since they were puppies. It is easy to submit their claims and reimbursement has always been quick and correct.  They never try to get around covering things with ""hidden exceptions"". ",5,"Easy, honest, and timely",0,2024-03-20T00:00:00.000Z,2024-03-22T03:03:29.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
66060f5d9b04936fe9f9c463,False,False,The ease of the user friendly site combined with the customer service and the quick response and repayment.  I tell everyone to look into Pumpkin insurance!,5,The ease of the site,0,2024-03-20T00:00:00.000Z,2024-03-29T02:46:21.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fcca4e48734f9be265e859,False,False,"My pup got suddenly sick, requiring hospital care for 24 hours, and I was so pleased that my Pumpkin insurance covered 90% of the bill. The claim was processed quickly, and within a couple of days I was paid. Couldn’t be happier with this coverage and highly recommend it!",5,My pup got suddenly sick,0,2024-02-14T00:00:00.000Z,2024-03-22T02:01:18.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fc6564017171a78a68a1ac,False,False,Our Pumpkin experience has been great. Knowing they were there to help us treat our Ricky during a difficult and challenging illness. Claims were fairly determined and were processed very quickly. Thanks for the fine service. ,5,Our Pumpkin experience has been great,0,2024-03-20T00:00:00.000Z,2024-03-21T18:50:44.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fcc441135128c2843325fc,False,False,"Pumpkin insurance took away the stress of our dog's trip to the vet hospital.  They were fair, timely and made the claim filing process a no-brainer.  I highly recommend Pumpkin Insurance to anyone with a fur baby!",5,I Highly Recommend Pumpkin Pet Insurance!,0,2024-03-20T00:00:00.000Z,2024-03-22T01:35:30.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fc6509f5fc2cc84db6b909,False,False,"I have been very pleased with Pumpkin Pet insurance. Their coverage has been excellent and filing claims is so easy. They are also very quick at reviewing them and paying out.  I have a Lab so we’ve had a few claims. 😂

Recommend them highly.",5,Great Pet Insurance ,0,2024-03-20T00:00:00.000Z,2024-03-21T18:49:14.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65f1ed37af2d9e089fa93be3,False,False,"Well, I know Pumpkin has th payment for Sassy's year, However I have not received anything in the mail to present to my Vet to show I have this Insurance  What's up with that?   No card or Anything!!!",2,easy to purchase   easy site  Don't feel secure with coverage,0,2024-03-12T00:00:00.000Z,2024-03-13T20:15:19.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65f841463088537ae78a973c,False,False,So far I’ve had a great experience with Pumpkin! I submitted my claim and they already paid me. I’m very pleased about that. I’m sure I made the right decision about insuring my sweet little pup! I feel confident if anything goes wrong Pumpkin will help with the expenses.,5,Great experience!,0,2024-03-16T00:00:00.000Z,2024-03-18T15:27:35.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fccdd6e5b8ad4b92a78fdc,False,False,"Whenever I had to call Pumpkin, their staff is always friendly and professional. My claims have been processed very quickly. I would give Pumpkin ten stars!",5,My Pumpkin Review,0,2023-12-20T00:00:00.000Z,2024-03-22T02:16:23.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
66054f5372b94e8e8141329d,False,False,The only thing I’ve used so far is the wellness pack and it was so nice to be reimbursed for routine vet costs! Vaccines are not cheap. ,5,"Convenient, for sure!",0,2024-03-19T00:00:00.000Z,2024-03-28T13:07:00.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
6605ee47ad0bb7495dbfee28,False,False,Once I learned how to submit the the claims it was very easy.  Pumpkin was quick to respond and also paid out quickly.,4,submitting claims is easy,0,2024-03-20T00:00:00.000Z,2024-03-29T00:25:12.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=1
65fc6892ad1718da3fa4560c,False,False,"Pumpkin responded quickly to our questions and resolved payment for insurance coverage 
Issues. They were extremely pleasant and proficient. We are so glad to have their coverage.",5,Pumpkin responded quickly to our…,0,2024-03-20T00:00:00.000Z,2024-03-21T19:04:19.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
6605df8e25c7ad88b741a554,False,False,Very friendly service and in a reasonable time to pay out claims.,4,Very friendly service and in a…,0,2024-03-20T00:00:00.000Z,2024-03-28T23:22:22.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
6605dcc0330963ce9a742669,False,False,"Great insurance company, but could pay for more preventative services like if you’re a dog is young and her teeth aren’t destroyed, you won’t pay for preventative cleaning, but if they rot at the end, you will pay for that does not make sense to me but I’m just a senior citizen concerned frustrated and not a rich man",5,"Frustrated, senior citizen, on a fixed income, but good company",0,2024-03-19T00:00:00.000Z,2024-03-28T23:10:24.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65fc6eca39bdf0848a3789ea,False,False,"Customer Service is super friendly and helpful. Claims are processed quickly. I’ve only been a member for a few months, so far so good! ",5,Customer Service is super friendly and…,0,2024-03-20T00:00:00.000Z,2024-03-21T19:30:50.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65fc6707793d624995a12648,False,False,"The Pumpkin ""crew"" is always quick to respond, friendly, caring and knowledgeable.  I would definitely recommend Pumpkin to anyone looking for pet insurance for their fur babies.",5,"The Pumpkin ""crew"" is always quick to…",0,2024-01-16T00:00:00.000Z,2024-03-21T18:57:44.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65bb0f755acb7f73b49874a4,False,False,I would give them a zero star rating.  I paid thousands of dollars and when it came to submit for a claim they indicate it’s pre existing conditions or the deductible of $500 has to. E met each year.  Well if you think about it you never get them to pay especially if your pet see a vet once a year for routine check up and due to the yearly deductible they never pay you back.,1,I would give them a zero star rating,0,2023-12-20T00:00:00.000Z,2024-02-01T05:26:45.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65e8aaa8751e884189c61d7d,False,False,"I have contacted them trough chat so many times and they answer all my questions. This is my first time that purchasing pet insurance, so I have a lot of questions and they are always very helpful. I am so glad that I got Pumpking for my little Frenchi. ",5,So helpful. ,0,2024-03-05T00:00:00.000Z,2024-03-06T19:40:57.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65fc69360d884c20675574ef,False,False,"Uber fast claim processing time, extremely knowledgeable and empathic customer support agent(s). I was blown away with the pre-authorization concierge service. Did not expect that level of excellence and service from an insurance company",5,Uber fast claim processing time,0,2024-03-20T00:00:00.000Z,2024-03-21T19:07:03.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65c404a4847a71ba51584ff3,False,False,"Very polite and helpful, but was disappointed that i was told that microchipping was covered, only to find out after I had it done that it was not part of the wellness package, but part of the illness/injury insurance. That would have been ok, but i had it done within the 14-day waiting period. Had i been told to wait on the microchip, I would have. Now I’m not of pocket for the expense of getting it done and none of the cost goes against my deductible. She said she will get back to me after talking with a supervisor. Hopefully I can get some compensation.",4,Very polite and helpful,1,2024-02-06T00:00:00.000Z,2024-02-08T00:31:01.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
65fc7c8d5b2160436a8c4685,False,False,"Honestly, I am beyond impressed with the customer service and expediency with which the claims are handled.",5,Great service,0,2024-03-20T00:00:00.000Z,2024-03-21T20:29:33.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
660707d01ee528b2fbeb736e,False,False,Reliable healthcare with great coverage and good rates.,5,Reliable healthcare with great coverage…,0,2024-03-20T00:00:00.000Z,2024-03-29T20:26:24.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
6605dbbba32cb77fd0b1ca22,False,False,"Prompt with claims. Cover what they say they do. So far, I couldn’t be more happy with a company. ",5,Prompt with claims,0,2024-03-20T00:00:00.000Z,2024-03-28T23:06:04.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
6580c2fe439535524f4e394e,False,False,"Beware they raise their rates 23% on your 2nd year with them. I was at $85 for the first year, then they automatically renewed at $105. No letter, no warning, no claims filed! 

I can't figure out how to reply to your response on trustpilot, but I did not receive anything about my rate increase and searched my inbox. I just had flashbacks to car insurance companies who give you a low rate for the first 6 months, then increase it greatly after that intro rate. Insurance companies and their games.",1,Beware they raise their rates 23% on…,1,2023-12-17T00:00:00.000Z,2023-12-19T00:09:03.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
656d3879333eb4210d71d52e,False,False,"Liars and cheats. They denied one of my claims after one of their agents told me that any treatment for trauma to a tooth was covered. Then, they refuse to refund me after I requested to cancel my policy. They LIED to me and told me I never requested to cancel because they ‘listened to the phone recording and didn’t hear that said’. Absolutely unbelievable. I remember 100% saying that I wanted my policy canceled because the dentals were the only reason I got the insurance.",1,Liars and cheats,3,2023-09-04T00:00:00.000Z,2023-12-04T04:24:57.000Z,https://www.trustpilot.com/review/www.pumpkin.care?page=2
