id,filtered,pending,text,rating,title,likes,experienced,published,source
660eedfd631c7c86fa9d9d1c,False,False,"I just got Spot insurance and did our first well visit to the vet. Spot insurance was fast in refunding our money.I got prevention, illness, and accidental, coverage. I only used the prevention so far and love it. Customer service has been amazing so far. ",5,I just got Spot insurance and did o,0,2024-04-04T00:00:00.000Z,2024-04-04T20:14:21.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660ef81fcf8e9970dc780bb9,False,False,"When I first got the insurance for my two pets, I made some clerical errors. I was able to call within two hours of creating the account and get those errors fixed. I called around 5 pm and someone answered the phone INSTANTLY. They were very helpful and explained any concerns I had with my policy. Two days later I was able to use my premium plan as I sent my dogs to the vet. I spent $650 and got reimbursed over half that amount! There was a small error due to the way the vet did the invoice; so I called Spot and they fixed the issue and gave me a reimbursement for that as well! I am one happy customer!!! ",5,10 day review with Spot Pet Insurance,0,2024-04-01T00:00:00.000Z,2024-04-04T20:57:36.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660ceb066c8586cb37564c8f,False,False,They do not listen to their customer I have been trying to get a claim fixed for both my dogs over the last few days and nobody is listening when I tell them where the issue is. It’s been 4 days now and there is still no solution. I will not be returning as a customer ,1,They do not listen to their customer I…,0,2024-04-02T00:00:00.000Z,2024-04-03T07:37:10.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660eef63bf913cdeaf2cddb7,False,False,"I was concerned that there may be a lengthy process in submitting the claim or a long wait for review of medical records if and when the med records received from my vet. Submitting the claim was quick and easy. Within 3 days after the claim was submitted, Spot Pet Insurance sent notification claim processed and reimbursement within 2-3 business days. ",5,Great pet insurance claim submission is easy,0,2024-04-01T00:00:00.000Z,2024-04-04T20:20:19.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660ad0a2415b826df0cb7252,False,False,"If you’re looking for good pet insurance, you’ve found the right one with Spot Pet Insurance! My cat was recently diagnosed with asthma, which is pretty expense to find out. Thankfully she was insured by Spot, and once we hit her deductible (which only took one visit that required X-rays and a blood test) we began to receive a 70% reimbursement on costs. Now I don’t have to stress about the finances when it comes to treating her asthma. The reimbursement process is simple and fast, and I’m grateful her illness is covered. Worth the monthly price of coverage for sure!",5,Need good pet insurance? Look no further than Spot Pet Insurance!,0,2024-04-01T00:00:00.000Z,2024-04-01T17:20:03.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660c1893b40331098ec0b7c0,False,False,"I have had Spot Pet Insurance for a little over two years and have never had to submit a claim… well it happened…. My golden doodle had eaten something and became obstructed. Her surgery and hospitalization was very expensive and we wouldn’t have been able to get it done without having insurance! Spot was quick, easy, and user friendly to submit the claim. And the whole process was very fast!! Everything is straight forward and you know exactly what is covered and what is not. Highly recommend this insurance!!!",5,Golden doodle mishap… Spot helped!!!,0,2024-03-29T00:00:00.000Z,2024-04-02T16:39:16.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660ad6ac8e639333e6f8ef78,False,False,"Enrolling both of my dogs was very easy.  I appreciated getting a welcome call from a representative.  That gave me the chance to ask specific questions & get some clarification about one of my dogs.  Friendly staff! 
I just completed one claim for each dog under their preventative plan & that entire process was very easy! ",5,So far so good! ,0,2024-04-01T00:00:00.000Z,2024-04-01T17:45:48.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660eebddc78c4cb0305d025a,False,False,"My 3lb chihuahua broke his leg and i was charged $412 for an xray, consultation and cast. (No surgery) thanks to Spot insurance i didn’t have to worry! Because 2 days later i got 80% of my money back. Best decision I ever made. ",5,My 3lb chihuahua broke his leg and i…,0,2024-04-04T00:00:00.000Z,2024-04-04T20:05:18.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660b087d66132f8d32960937,False,False,I love spot pet insurance they do what they claim! After 1 month of having it my dog started having seizures for no reason he had to visit the vet 2 times for testing and meds! After meeting my deducible spot pet insurance refunded me back what I paid for his vet visits! Claims are easy and fast! Customer Service is fast to answer and easy to contact! Great service! ,5,I love spot pet insurance they do what…,0,2024-04-01T00:00:00.000Z,2024-04-01T21:18:22.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
6609998e66170bd2dccbafeb,False,False,"Easy to fill out claim online,  claim was taken seriously no questions asked which was a relief as our puppy was really sick and it was very stressful. After the deductible was paid Spot stepped up and paid 70% of the remaining balance quickly into my bank account by auto pay. A second follow up visit was also covered. We are very happy with Spot Pet Insurance and grateful to be part of the spot community 
",5,Our first experience with Spot Pet Insurance ,0,2024-03-28T00:00:00.000Z,2024-03-31T19:12:46.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660d6366174c828b7af4dee7,False,False,Spot Pet Insurance is fantastic. They consistently finish the claims in 2-3 days with the cash deposited into my account in that same time frame. Thank you Spot!,5,Spot Pet Insurance is fantastic,0,2024-04-03T00:00:00.000Z,2024-04-03T16:10:47.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660a1229923c5f90c23ebebf,False,False,"I am so grateful to Spot Pet Insurance. I have had to use my insurance twice so far… both times my claims were so simple to submit and handled quickly and the money was deposited into my account directly.
When I was searching for pet insurance, I spoke on the phone with someone they were very informative and helpful, as well as when I have called before submitting a claim. Thank you SPOT You’ll be a part of our pet family forever 
",5,Spot Is So Easy! ,0,2024-03-06T00:00:00.000Z,2024-04-01T03:47:22.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
66098fffd28993107ffe637e,False,False,"I received 4 emails stating my dog's records were needed to process my claim.  I sent the records 4x. They said they requested them from my vet... only they requested them from a veterinarian hospital I've never been to. Finally, I called and they said they had the records. I never had this problem with my former pet insurance company. ",4,I Hope This Isn't a Preview of His my Future Claims Will be Handled! ,0,2024-03-28T00:00:00.000Z,2024-03-31T18:32:00.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660d637701e035909649675b,False,False,Spot is the best! I submitted a claim & it was processed by the next day! Their team is also amazing & sent lots of free goodies to my pup when we joined. Would 10/10 recommend to anyone looking for good pet insurance! ,5,Spot is the best!,0,2024-04-03T00:00:00.000Z,2024-04-03T16:11:04.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660ec6bbae8378259ac52f2e,False,False,Our little Ellie ate an ibuprofen by mistake and had to be hospitalized.   Filing insurance was easy and payment was quick.  ,5,Ellie- ibuprofen ,0,2024-04-04T00:00:00.000Z,2024-04-04T17:26:52.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660f1799d82968d2863a0feb,False,False,Submitted our first claim in the SPOT app. Claim submission was quick and easy. Reimbursement was completed within 48 hours. ,5,Submitted our first claim in the SPOT,0,2024-02-24T00:00:00.000Z,2024-04-04T23:11:54.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660b2dadffde0b0faaca0343,False,False,"It was easy to sign up. So far, I have submitted three claims. The first was delayed not to having medical records and had closed but once I sent the records, it was processed and reimbursed. Spot has more than paid for itself this year already!",5,Paid for itself and then some!,0,2024-03-29T00:00:00.000Z,2024-04-01T23:57:02.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660c512fdcdc626748d39c90,False,False,"I am very happy with Spot pet insurance, it is my first time having pet insurance and it has been a very good experience with my new puppy. I already used it for her first check-up and they covered everything for me. It was great. Thank you very much. I also called customer service with some questions and They were very friendly and answered everything so far, it has been an excellent service. I recommend it.  good job.",5,I am very happy with Spot pet…great experience ,0,2024-04-02T00:00:00.000Z,2024-04-02T20:40:48.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
6602f95fc8a47e9741b903f8,False,False,"We got spot shortly after rescuing our baby and have loved it. You can submit a claim at any time from anywhere by just snapping a couple of pictures. You can also look back over claims at any time which can be super helpful if you’re a bit forgetful like us. Spot removed a lot of the worry over affording vet visits for care he needs and with our preventative care plan helped us with all of his puppy visits. I think every pet needs health insurance just like their humans and it’s a worthwhile monthly expense, especially for us.",4,We love spot!,0,2024-03-23T00:00:00.000Z,2024-03-26T18:35:44.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
66077ae6fe16335d9e2f826c,False,False,"We give Spot two paws up!

The website made it clear what was needed to file a claim, our claims were processed quickly, and the reimbursement for both an emergency visit and illness visit were fair. 

We have not experienced this level of service with other pet insurance companies, so we recommend going with Spot!",5,Great Service and Reimbursement!,0,2024-03-15T00:00:00.000Z,2024-03-30T04:37:27.000Z,https://www.trustpilot.com/review/spotpetins.com?page=1
660ec676f719dbf2662feb8c,False,False,"I'm extremely dissatisfied with the handling of my claims. My pet was diagnosed with cancer 1 day after his policy went into effect. Despite my repeated attempts to provide all necessary records, it took over a month for any progress to be made. Neither myself nor my clinic spared any effort in supplying the required documentation, only to be met with further delays. When I finally requested to speak to a supervisor, I was blindsided by the revelation that my claim wouldn't proceed due to a previously undisclosed requirement for “two years worth of records.” This information should have been made clear from the start, sparing me the wasted time and money on a policy. Frustrated, I promptly requested to cancel my policy as it was proven futile. Yet, to add insult to injury, I received notification today, over a month later, that my claim was miraculously processed. This entire ordeal has left me feeling utterly disrespected and undervalued as a customer. I am deeply convinced that my claims were only processed because I cancelled my policy. Now, faced with the devastating news of my pet's cancer diagnosis, I find myself in an even more precarious situation. Any other insurance provider would likely classify this as a pre-existing condition, leaving me without the financial support I need during this emotionally and financially taxing time. This leaves me with no choice but to either reinstate my policy with SPOT or face the prospect of having no insurance coverage at all, compounding the stress and burden I'm already under. This situation has been an entirely terrible experience, and I’m extremely upset with how deceiving everything has been.",1,They don’t care until you cancel,0,2024-04-04T00:00:00.000Z,2024-04-04T17:25:43.000Z,https://www.trustpilot.com/review/spotpetins.com?page=2
